model,round,round_label,scenario,product,total_pnl,max_drawdown,fill_count,maker_share,aggressive_fill_share,avg_fill_size,avg_abs_position,max_abs_position,pct_abs_ge_60,pct_abs_ge_70,pct_at_limit,daily_mean_pnl,daily_std_pnl,min_day_pnl
model_G1,round_2,Round 2,depth_110,ASH_COATED_OSMIUM,69060.0,-1292.0,2255.0,0.5973392461197339,0.40266075388026606,5.772062084257207,23.652653020335926,80.0,0.01836577954386082,0.009116105119043644,0.003439409623668481,23020.0,64.64518543557594,22970.0
model_G1,round_2,Round 2,depth_110,INTARIAN_PEPPER_ROOT,238798.5,-1680.0,1042.0,0.33013435700575816,0.6698656429942419,5.273512476007678,74.65819784328782,80.0,0.962107301438921,0.8217206957566855,0.42640136213401,79599.5,513.9795715784821,79109.5
model_G1,round_2,Round 2,depth_110,TOTAL,307858.5,-2050.0,3297.0,0.5128905065210798,0.48710949347892024,5.614498028510767,,,,,,102619.5,499.58883094000413,102106.5
model_G4,round_2,Round 2,depth_110,ASH_COATED_OSMIUM,69060.0,-1292.0,2255.0,0.5973392461197339,0.40266075388026606,5.772062084257207,23.652653020335926,80.0,0.01836577954386082,0.009116105119043644,0.003439409623668481,23020.0,64.64518543557594,22970.0
model_G4,round_2,Round 2,depth_110,INTARIAN_PEPPER_ROOT,238117.5,-1680.0,1052.0,0.33840304182509506,0.6615969581749049,5.3393536121673,74.10980536173338,80.0,0.9566988281641238,0.7959135979701533,0.3894100757853971,79372.5,463.5399119816976,79009.0
model_G4,round_2,Round 2,depth_110,TOTAL,307177.5,-2004.0,3307.0,0.5149682491684306,0.4850317508315694,5.634411853643786,,,,,,102392.5,435.58954303334696,102006.0
model_G2,round_2,Round 2,depth_110,ASH_COATED_OSMIUM,69060.0,-1292.0,2255.0,0.5973392461197339,0.40266075388026606,5.772062084257207,23.652653020335926,80.0,0.01836577954386082,0.009116105119043644,0.003439409623668481,23020.0,64.64518543557594,22970.0
model_G2,round_2,Round 2,depth_110,INTARIAN_PEPPER_ROOT,237905.5,-1680.0,1108.0,0.33574007220216606,0.6642599277978339,5.443140794223827,73.46072179748272,80.0,0.9408072647147198,0.7692384736086536,0.3652722598738023,79301.83333333333,595.6343956936447,78779.5
model_G2,round_2,Round 2,depth_110,TOTAL,306965.5,-2004.0,3363.0,0.5111507582515611,0.4888492417484389,5.663693131132917,,,,,,102321.83333333333,573.8617719741692,101776.5
model_F3,round_2,Round 2,depth_110,ASH_COATED_OSMIUM,69060.0,-1292.0,2255.0,0.5973392461197339,0.40266075388026606,5.772062084257207,23.652653020335926,80.0,0.01836577954386082,0.009116105119043644,0.003439409623668481,23020.0,64.64518543557594,22970.0
